tiff_file,prompt,ground_truth
Thermal_588,What is the lowest temperature recorded for the chair on the left? Strictly return a single numerical value rounded to one decimal place.,28.0
Thermal_588,What is the maximum temperature of the chair on the left? Strictly return a single numerical value rounded to one decimal place.,29.5
Thermal_588,What is the mean temperature of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_588,What is the coldest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,29.0
Thermal_588,What is the highest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,32.4
Thermal_588,What average temperature does the person show? Strictly return a single numerical value rounded to one decimal place.,32.5
Thermal_588,What is the lowest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_588,What is the maximum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,36.2
Thermal_588,What average temperature does the shoe on the left show? Strictly return a single numerical value rounded to one decimal place.,31.5
Thermal_588,What is the minimum temperature of the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,29.9
Thermal_588,What is the highest temperature recorded for the shoe on the left? Strictly return a single numerical value rounded to one decimal place.,32.9
Thermal_588,What average temperature does the shoe on the right show? Strictly return a single numerical value rounded to one decimal place.,31.7
Thermal_588,What is the coldest point of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,30.0
Thermal_588,What is the maximum temperature of the shoe on the right? Strictly return a single numerical value rounded to one decimal place.,32.8
Thermal_589,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,31.3
Thermal_589,What is the coldest point of the person? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_589,What is the hottest point of the person? Strictly return a single numerical value rounded to one decimal place.,34.7
Thermal_59,What is the average temperature of the chair? Strictly return a single numerical value rounded to one decimal place.,22.5
Thermal_59,What is the lowest temperature recorded for the chair? Strictly return a single numerical value rounded to one decimal place.,21.8
Thermal_59,What is the hottest point of the chair? Strictly return a single numerical value rounded to one decimal place.,23.9
Thermal_59,What is the average temperature of the person? Strictly return a single numerical value rounded to one decimal place.,27.4
Thermal_59,What is the minimum temperature of the person? Strictly return a single numerical value rounded to one decimal place.,22.5
Thermal_59,What is the highest temperature recorded for the person? Strictly return a single numerical value rounded to one decimal place.,33.3
Thermal_590,What average temperature does the chair on the right show? Strictly return a single numerical value rounded to one decimal place.,28.5
Thermal_590,What is the lowest temperature recorded for the chair on the right? Strictly return a single numerical value rounded to one decimal place.,27.6
Thermal_590,What is the hottest point of the chair on the right? Strictly return a single numerical value rounded to one decimal place.,30.9
Thermal_590,What average temperature does the chair on the left show? Strictly return a single numerical value rounded to one decimal place.,27.4
