tiff_file,prompt,category,ground_truth
Thermal_3216,"Which of the two persons has a higher mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3216,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3218,"Between the person on the right and the person on the left, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3218,"Which of the two persons has a lower mean temperature, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_322,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_322,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_323,"Which shoe is warmer, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,right
Thermal_323,"Which shoe is colder, the one on the right or the left? Respond with only 'left' or 'right'. Strictly answer in one single word.",Shoe,left
Thermal_324,"Between the chair on the left and the chair on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_324,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_325,"Which chair is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_325,"Between the chair on the left and the chair on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3250,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3250,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3251,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3251,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3253,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3253,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3254,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3254,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3255,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3255,"Between the person on the left and the person on the right, which one is colder? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3256,"Between the person on the left and the person on the right, which one is warmer? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3256,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3257,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3257,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3258,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3258,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_326,"Which of the two chairs has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,right
Thermal_326,"Which chair is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Chair,left
Thermal_3260,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3260,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3262,"Which of the two persons has a higher mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
Thermal_3262,"Which of the two persons has a lower mean temperature, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3264,"Which person is warmer, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,left
Thermal_3264,"Which person is colder, the one on the left or the right? Respond with only 'left' or 'right'. Strictly answer in one single word.",Person,right
